Frame,Left_EAR,Right_EAR,Avg_EAR,Blinks,Blink_Duration,Yaw,Pitch,Roll,Horizontal_Gaze,Vertical_Gaze,iris_x_norm,iris_y_norm,eye_width,eye_height,Label,Blink_Rate,Avg_Blink_Duration,EAR_Mean,EAR_Variance,Longest_Eye_Closure
432,0.4196925907464242,0.3466181404064338,0.383155365576429,6,0,-169.8282441944978,28.470208937606735,-167.11817253971216,1.0,0.24526208244424477,6.62489915959052,-0.2695741338837311,2.23607797749979,16.333343333333314,Right,0.4,0.07666666666666667,0.35447903852404017,0.0029387983915811562,1.8666666666666667
438,0.42953196446312264,0.31015978766134866,0.3698458760622356,6,0,-169.72559964789488,27.68147083569261,-167.16589970760603,1.0,0.24632851059367641,5.592526360598482,-0.26830914149025403,3.1622876601683796,16.66667666666663,Right,0.4,0.07666666666666666,0.3545402046365128,0.0029443758699597504,1.8666666666666667
444,0.4154258468603729,0.3467212256044178,0.38107353623239537,6,0,-169.62744379291297,25.63848226201869,-166.43157787834386,1.0,0.25375252014287664,7.110670868547944,-0.28572640882172545,2.23607797749979,16.670009666733336,Right,0.4,0.07666666666666667,0.35487399161020855,0.002965404545359394,1.8666666666666667
452,0.43028136561359154,0.3189672147339289,0.3746242901737602,6,0,-169.95625599897016,22.99891005873581,-165.8541263307574,1.0,0.2589073196730373,6.575456760488902,-0.2743770467997424,2.23607797749979,16.333343333333314,Right,0.4,0.07666666666666667,0.35440595426612,0.0029480628820289655,1.8666666666666667
457,0.42655812587729963,0.3383700649876762,0.38246409543248794,6,0,-169.88870919832024,22.847407064700082,-164.942489718039,1.0,0.2526855859512699,6.236009499078815,-0.28822032968252975,2.8284371247461904,17.336548165261107,Right,0.4,0.07666666666666667,0.35418146950909757,0.0029362404290982163,1.8666666666666667
465,0.4206802004692883,0.3495884331711012,0.3851343168201947,6,0,-171.17279814047316,19.148523431463403,-164.98992282403546,1.0,0.2716975672761465,7.021228549446156,-0.29120662828555577,2.23607797749979,17.336548165261103,Right,0.4,0.07666666666666667,0.35466278960079173,0.0029673428828671774,1.8666666666666667
470,0.42782027024711733,0.34909515131731084,0.3884577107822141,6,0,-172.03461564993594,18.36826260507743,-165.34865274393394,0.9498404587682883,0.2800453726136802,5.179343558631406,-0.29463732970783085,3.605561275463989,18.003096155187702,Right,0.4,0.07666666666666666,0.35539109585448136,0.0030099614785382266,1.8666666666666667
476,0.4303331663334641,0.3495884324875004,0.38996079941048223,6,0,-171.69423421268613,18.407463942189743,-164.65039158224613,0.9316293421713755,0.2626316981883843,6.8423439112426045,-0.2931889129517381,2.23607797749979,17.66982104093139,Right,0.4,0.07666666666666667,0.35527451302186897,0.0030028181293587086,1.8666666666666667
481,0.4278202665812536,0.3471650855505979,0.38749267606592575,6,0,-171.5770063871515,18.719525362006333,-165.12943592533134,0.9736824454122026,0.26339721984264786,5.068403827077813,-0.2827630046186238,3.605561275463989,17.66667666666663,Right,0.3,0.07666666666666667,0.35553153116486774,0.003019949378968592,1.8666666666666667
488,0.44408806375206045,0.339383956358915,0.39173601005548775,6,0,-171.26461938808035,19.58830141761994,-166.152951649734,1.0,0.26565566056373435,6.797622751691705,-0.2907485858592205,2.23607797749979,17.336548165261107,Right,0.3,0.07666666666666667,0.3563740329462803,0.003057142758950176,1.8666666666666667
493,0.4148349772698143,0.34945345962641494,0.38214421844811464,6,0,-171.43760737740033,19.25253954113683,-166.36915920152526,0.8147299416484903,0.26308534487181523,5.068403827077813,-0.28739455557683746,3.605561275463989,17.336548165261107,Right,0.3,0.07466666666666667,0.3590153162207882,0.0030271121036367123,1.8666666666666667
499,0.41483497679646375,0.34175298769123114,0.37829398224384747,6,0,-171.48437961716985,19.671946773401288,-166.77987827667036,0.9058179762465818,0.2588055278410829,5.088403787077892,-0.2940388513284732,3.605561275463989,17.346159108343564,Right,0.3,0.061666666666666675,0.3668079370095076,0.0022508560922936943,1.8666666666666667
505,0.41483497884629256,0.3189477607993128,0.3668913698228027,6,0,-171.2814804958857,20.1426236578098,-166.51648967240556,0.9073649708242453,0.24233824719950423,5.068403827077813,-0.27584401622962473,3.605561275463989,17.336548165261107,Right,0.3,0.03666666666666667,0.3746788273537202,0.0012126058921117237,1.8666666666666667
510,0.4134365448955431,0.3380828684618607,0.3757597066787019,6,0,0.3982517720754027,28.147892488125954,177.33897981503884,0.8155523656887933,0.2436795870971889,5.823347533428386,-0.2696961650822184,3.1622876601683796,17.336548165261107,Right,0.3,0.006666666666666666,0.3815685544384247,0.00017502408724882963,1.8666666666666667
516,0.40518201146577637,0.33808286806075527,0.3716324397632658,6,0,-170.7024116547442,20.446889794942745,-166.21283620459147,0.994316905838424,0.25060835976730284,5.691253677270025,-0.27776034013857054,2.8284371247461904,17.336548165261103,Right,0.3,0.0,0.38292956535683437,8.305826840308118e-05,1.8666666666666667
521,0.41813299391140735,0.33808286817532174,0.37810793104336454,6,0,-170.9523174993797,20.546313846912792,-167.30749996198867,1.0,0.26679506934430597,6.999584203414852,-0.297640779768171,2.23607797749979,16.67000966673328,Right,0.3,0.0,0.3822768311144362,7.812853481746003e-05,1.8666666666666667
527,0.2162812366370997,0.19553863170343871,0.2059099341702692,6,0.1,-172.1214983096537,19.728596340373596,-169.30143850086918,1.0,0.1323997025347702,6.909425600569271,-0.1002350428388937,2.23607797749979,16.45533672959668,Right,0.3,0.002,0.3759419793444359,0.0010510617940357252,1.8666666666666667
534,0.40584374663947664,0.33837006534973874,0.3721069059946077,7,0,-169.91088766003043,21.483006220299682,-168.7309505083229,1.0,0.2323742426214887,8.701070078518837,-0.2689492736077933,1.4142235623730952,16.333343333333314,Right,0.4,0.006666666666666667,0.37221478019306425,0.0012483320813265672,1.8666666666666667
539,0.4166323711808996,0.30678715928413247,0.361709765232516,7,0,-169.89075680190996,20.375617812518097,-168.07793990514344,1.0,0.2340861632676768,6.660177840039953,-0.2629488102503933,2.23607797749979,17.336548165261103,Right,0.4,0.006666666666666667,0.3713547045993532,0.0012478001225797338,1.8666666666666667
546,0.40738973322847843,0.3179947293088925,0.36269223126868544,7,0,-169.73795525329444,20.67268369300837,-167.1908803674164,1.0,0.2475856346727457,6.550735560938087,-0.2618986641190085,2.23607797749979,17.336548165261103,Right,0.3,0.006666666666666667,0.3703192428430524,0.0012360453874045662,1.8666666666666667
552,0.42961167811420103,0.32953065927022873,0.37957116869221486,7,0,-169.59424912861812,19.36721628143761,-166.10314328935422,1.0,0.2395468559255059,7.45156099686828,-0.2613621821666099,2.23607797749979,17.336548165261103,Right,0.3,0.006666666666666666,0.3698300131709783,0.0012410787522886214,1.8666666666666667
559,0.4148349902090314,0.3162994361565246,0.365567213182778,7,0,-171.2309040212023,18.03679417766349,-164.8610866570957,0.9823234211452088,0.25168509382338267,7.630445635071843,-0.2807048361721349,2.23607797749979,17.679250808234787,Right,0.3,0.006666666666666667,0.36893041243569885,0.0012298115492851962,1.8666666666666667
565,0.4169348326831037,0.32903338524914755,0.37298410896612566,7,0,-171.68610681490657,16.109159629962587,-165.74704451133803,0.8726760240265288,0.25810180765600255,5.4539848107055295,-0.29229082522807914,3.605561275463989,17.01307687356646,Right,0.3,0.006666666666666666,0.36789226285738563,0.00120436908126056,1.8666666666666667
572,0.4038323746844559,0.32680215938079954,0.3653172670326277,7,0,-171.17843048217156,16.099860442242143,-165.4730825743462,0.415086527929393,0.25501278839002844,6.04621536967074,-0.28006199148318967,3.605561275463989,17.362165524140536,Right,0.3,0.006666666666666666,0.3664618110520685,0.0011675771280012987,1.8666666666666667
578,0.3937894726307243,0.32943729833570734,0.3616133854832158,7,0,-170.61481231489526,16.61904846338849,-166.43319317569453,0.9034653425152982,0.25713948454406726,5.520203282708907,-0.28986264099812425,3.605561275463989,17.666676666666685,Right,0.2,0.006666666666666667,0.3652416958758488,0.0011346620218824115,1.8666666666666667
585,0.43033317640919344,0.33573493472214316,0.3830340555656683,7,0,-170.37416700369002,17.900883701829482,-165.72336010026717,1.0,0.24059054390514528,7.607221887972761,-0.26965853082002056,2.23607797749979,17.679250808234787,Right,0.2,0.006666666666666666,0.36413802727431227,0.0010911161565225732,1.8666666666666667
591,0.4174596388009828,0.3072764769336543,0.3623680578673185,7,0,-170.10399720640365,18.80277535804765,-166.18474913986745,0.8601423216718004,0.24694435638746368,5.917628215364896,-0.2647534778260342,3.1622876601683796,17.66982104093139,Right,0.2,0.006666666666666667,0.3629860508311436,0.0010519398350842517,1.8666666666666667
598,0.4174596389301872,0.3305946663068298,0.3740271526185085,7,0,-169.38538260324836,18.912420516307144,-164.83599562083467,0.9229887697562773,0.24978982218831539,5.148403667078135,-0.266603452884674,3.605561275463989,17.333343333333314,Right,0.2,0.006666666666666667,0.36254754702835407,0.001041534705919992,1.8666666666666667
604,0.41664915678345144,0.3218671590625966,0.369258157923024,7,0,-169.5012519776701,19.764406623451844,-166.68967004009752,0.8642865781745396,0.2667630081047111,6.411850842734694,-0.28711989510215746,2.23607797749979,16.67000966673328,Right,0.2,0.006666666666666666,0.36280387161040023,0.0010533636170821446,1.8666666666666667
610,0.42460692718275406,0.3121107779454442,0.3683588525640991,7,0,-169.28361803242237,19.902769365732507,-166.27524258576796,1.0,0.25156914040331474,6.411850842734694,-0.2753167635604383,2.23607797749979,17.336548165261103,Right,0.2,0.006666666666666667,0.3623675497116981,0.0010473678198847669,1.8666666666666667
617,0.42460692518390225,0.31024769937800345,0.3674273122809528,7,0,-169.16837858592373,20.109494695210277,-165.92451289735902,1.0,0.24929834738708578,6.396572122285338,-0.2795294260973231,2.23607797749979,17.336548165261103,Right,0.2,0.006666666666666666,0.36178325158949975,0.0010415002088033551,1.8666666666666667
623,0.4267562224653171,0.32178015500713775,0.3742681887362274,7,0,-169.16214819273236,19.414226304723826,-165.8114947070681,1.0,0.2522020338418099,6.730541062365038,-0.27199100384462244,2.23607797749979,17.013076873566458,Right,0.2,0.006666666666666667,0.3611568347411144,0.0010280781106328778,1.8666666666666667
630,0.44047018309991803,0.3196831062030541,0.38007664465148605,7,0,-169.21685567070924,19.241903864066057,-165.60375953572628,0.7780101386800053,0.24980223613969826,5.05746389552462,-0.28495410997527953,3.605561275463989,17.336548165261103,Right,0.2,0.0,0.369395611695644,6.860280147926767e-05,1.8666666666666667
635,0.4404701805913851,0.3305946658288377,0.3855324232101114,7,0,-169.15518802134582,19.435759016697045,-165.045122602779,0.6366659405944284,0.2524467813414282,5.4421215096298265,-0.28178988855303483,3.1622876601683796,16.67000966673328,Right,0.2,0.0,0.37077686739446614,6.629078842258775e-05,1.8666666666666667
641,0.41727434180307355,0.330505302871043,0.37388982233705825,7,0,-168.8188624341063,19.635355661117107,-163.38197466489495,0.17888365821013483,0.2654872516715948,5.660494527728536,-0.28876040281474163,3.1622876601683796,16.3367443397905,Right,0.2,0.0,0.3719174379656998,7.611678750942556e-05,1.8666666666666667
646,0.4152394007758868,0.31941504174873825,0.36732722126231254,7,0,-168.67372901489657,19.850790841226594,-163.99624080669338,0.2141971486661342,0.2579573019197035,4.6652051987516785,-0.28773369791306164,3.1622876601683796,16.3367443397905,Right,0.2,0.0,0.3714568026028935,7.987143963389855e-05,1.8666666666666667
652,0.4172743435251253,0.31907010088065785,0.3681722222028916,7,0,-168.55427445215958,18.9637464024542,-163.72885951755768,0.1788991990313331,0.2644346680743708,4.752646933416429,-0.2959171925650099,3.605561275463989,16.00348184554374,Right,0.2,0.0,0.37171036046548006,7.155112098790733e-05,1.8666666666666667
659,0.39887373163761664,0.30303263476875003,0.35095318320318336,7,0,-168.7160413734801,19.650805267465472,-164.63594418815381,0.37453372471103974,0.2501801660382246,4.998186451568003,-0.2755618305224876,3.1622876601683796,16.670009666733336,Right,0.2,0.0,0.3715201362538283,7.97758998617584e-05,1.8666666666666667
665,0.38633838542125776,0.31799473324171584,0.3521665593314868,7,0,-168.78415046678043,20.059317755246923,-164.7687064441015,0.2192541773143474,0.23793929395446156,5.8243359065635545,-0.26550389360819543,3.605561275463989,16.336744339790442,Right,0.2,0.0,0.37097483914708995,8.733353799973368e-05,1.8666666666666667
671,0.4547619190537459,0.3050173491578626,0.37988963410580423,7,0,-168.95226926124553,20.02757368374097,-165.34478388322924,0.776167230007625,0.25591694132095244,6.442344450704775,-0.2729863036395319,2.23607797749979,17.00001,Right,0.2,0.0,0.3710818572420868,9.282107404819466e-05,1.8666666666666667
676,0.4147432465664535,0.3068701126978833,0.3608066796321684,7,0,-168.9496478253194,19.975961904352214,-165.17755801144247,0.9924644964730444,0.252179034239731,6.085222597349297,-0.27476841705278926,2.8284371247461904,16.67000966673328,Right,0.2,0.0,0.3708078989601624,9.490587651370163e-05,1.8666666666666667
681,0.4404701781726138,0.32538978038758504,0.3829299792800994,7,0,-168.85079389582208,20.603419267552564,-165.13388014679765,0.8345564635969597,0.2564000207488928,5.542563912484015,-0.299506831010264,3.605561275463989,17.003277659809132,Right,0.2,0.0,0.37124437358527795,9.823113341104457e-05,1.8666666666666667
686,0.4404701798726862,0.31455199470764394,0.3775110872901651,7,0,-168.57761687103337,19.970014345279942,-164.86258967070722,0.9470057021670859,0.2603634290538395,5.922545756318254,-0.28564221989913907,3.1622876601683796,17.336548165261103,Right,0.2,0.0,0.37122039300549303,9.753706592385242e-05,1.8666666666666667
692,0.438383946697036,0.30295072357004815,0.3706673351335421,7,0,-169.13032116594235,20.480169870551038,-165.34442912905527,1.0,0.2461530990825948,6.680177800040032,-0.26585120866243345,2.23607797749979,17.336548165261103,Right,0.2,0.0,0.37136041294969746,9.588350098045012e-05,1.8666666666666667
697,0.41472655895398386,0.31202640948956933,0.3633764842217766,7,0,-168.93098997018816,21.273926554958056,-165.701984080502,1.0,0.25507791683213044,7.088310538770816,-0.26975612119222536,2.23607797749979,17.336548165261103,Right,0.2,0.0,0.3707808629255019,9.545494986747845e-05,1.8666666666666667
704,0.45476190072663797,0.3145250079244869,0.38464345432556246,7,0,-167.70736418545604,21.94795329204954,-164.5149632957686,1.0,0.262770758532075,5.846201820166032,-0.290514445519916,3.1622876601683796,16.670009666733336,Right,0.2,0.0,0.3706443755959326,8.967379485168274e-05,1.8666666666666667
708,0.4445609664867642,0.3253897782936115,0.38497537239018786,7,0,-167.77958031887917,21.524884589934132,-164.6569914208357,1.0,0.26701577013664013,5.922545756318254,-0.28906153725462336,3.1622876601683796,16.346943113652284,Right,0.2,0.0,0.37137815192731644,9.522031690994844e-05,1.8666666666666667
716,0.38056564842005486,0.2889324118515525,0.3347490301358037,8,0,-168.00402464329267,23.320955216503027,-166.33779499854006,1.0,0.1485608531182828,7.110670968547272,-0.22715712604546473,2.23607797749979,17.003277659809132,Right,0.2,0.009,0.3671604863314872,0.0004082175049409454,1.8666666666666667
721,0.40717703211853096,0.3102476939349811,0.358712363026756,8,0,-168.08389917825002,23.0688071772074,-165.5380573158126,1.0,0.22720273135469352,5.7666088113299505,-0.2529055393078736,2.8284371247461904,16.670009666733336,Right,0.2,0.009000000000000001,0.3667622603617906,0.0004157396801088785,1.8666666666666667
727,0.44387714622994384,0.3195419803835195,0.38170956330673167,8,0,-168.07491923979615,23.302813872689626,-166.12316624668793,0.844342744801606,0.23703155059023834,5.103873732854527,-0.28114057656294195,3.605561275463989,17.346159108343564,Right,0.2,0.009,0.36652920887932383,0.00041227601272924826,1.8666666666666667
734,0.4299274854692164,0.30687010897590467,0.3683987972225605,8,0,-168.07491923979615,23.302813872689626,-166.12316624668793,0.9284692408552806,0.2347469968964798,5.203873532854927,-0.256226941801451,3.605561275463989,17.333343333333314,Right,0.2,0.009000000000000001,0.36629075767777075,0.00040385918972381273,1.8666666666666667
736,0.44456095748625934,0.3145250070515377,0.3795429822688985,8,0,-168.1897311581326,23.371529871480295,-166.21724818164714,0.9615528531350905,0.23251103397196551,5.897319119449727,-0.2639368328723665,2.8284371247461904,17.333343333333314,Right,0.2,0.009000000000000001,0.3659033746964005,0.0003906408787295769,1.8666666666666667
737,0.4281829892505735,0.31068752942472067,0.3694352593376471,8,0,-168.1897311581326,23.371529871480295,-166.21724818164714,0.9615528531350905,0.22916299386111616,5.897319119449727,-0.2545032345282654,2.8284371247461904,17.336548165261103,Right,0.2,0.009000000000000001,0.3659250674426155,0.00039074658318487027,1.8666666666666667
738,0.42818298845788283,0.3145250068766287,0.37135399766725574,8,0,-167.96247494366074,22.928151517732868,-165.5083347657434,0.9807764265675452,0.22817965658955605,6.6848990395907615,-0.26255825915669573,2.23607797749979,17.336548165261103,Right,0.2,0.009000000000000001,0.3657503442273675,0.00038576611449984977,1.8666666666666667
739,0.42818298800681437,0.3145250067378484,0.3713539973723314,8,0,-168.1897311581326,23.371529871480295,-166.21724818164714,1.0,0.22939282535513414,6.60017796003971,-0.2608038749593238,2.23607797749979,17.336548165261103,Right,0.2,0.009,0.36557562099632146,0.0003807245887793642,1.8666666666666667
740,0.4281829887743311,0.31068752939787775,0.3694352590861044,8,0,-167.96247494366074,22.928151517732868,-165.5083347657434,1.0,0.23230557355776763,6.6448991195905975,-0.27706425108772426,2.23607797749979,17.003277659809132,Right,0.2,0.009000000000000001,0.3655252740303742,0.0003800799301294268,1.8666666666666667
741,0.4281829880766721,0.31452500665384,0.37135399736525604,8,0,-167.96247494366074,22.928151517732868,-165.5083347657434,1.0,0.2355846984771975,6.60017796003971,-0.27552565668432294,2.23607797749979,17.336548165261103,Right,0.2,0.009000000000000001,0.36549991578065616,0.0003797193705619954,1.8666666666666667
742,0.4281829878731829,0.3106875290762637,0.36943525847472325,8,0,-168.12499549072535,23.510524435590924,-166.32552724273032,1.0,0.23916663661936594,6.60017796003971,-0.2766485950157298,2.23607797749979,16.336744339790442,Right,0.2,0.009000000000000001,0.3656443638050418,0.00037874888711023346,1.8666666666666667
744,0.32975755354201874,0.2870366386549448,0.30839709609848176,8,0.03333333333333333,-168.83196464492252,22.57358582084594,-167.15124459588665,1.0,0.2100663029726096,7.535522134279718,-0.1706068684530744,2.23607797749979,17.029396365926402,Right,0.2,0.009333333333333334,0.3648919429722854,0.0004186285183179714,1.8666666666666667
745,0.3138502256632905,0.29826526212500576,0.30605774389414814,8,0.06666666666666667,-168.2682366877491,22.39086111779203,-165.41553653257313,1.0,0.1843549408313112,6.554206425616741,-0.1687933605048774,2.8284371247461904,17.003277659809132,Right,0.2,0.01,0.3642792481982287,0.00045280844743814835,1.8666666666666667
746,0.3138502280458326,0.2820570127914436,0.2979536204186381,8,0.1,-168.206527846444,22.522007545701683,-165.53871813785915,1.0,0.15905062607800233,6.116681813543406,-0.17344011894685318,2.8284371247461904,17.013076873566458,Right,0.2,0.011000000000000003,0.363585512189792,0.0004962251653943208,1.8666666666666667
747,0.3138502263182175,0.29117997139018964,0.3025150988542036,8,0.13333333333333333,-168.27878245310353,22.121083505837326,-165.71281691573202,1.0,0.13310382472459537,6.666009574492289,-0.16384492004500373,2.8284371247461904,17.013076873566458,Right,0.2,0.012333333333333332,0.3629758056808516,0.0005331492776916254,1.8666666666666667
748,0.31385022504968024,0.2889324095922512,0.3013913173209657,8,0.16666666666666666,-168.19617266175166,22.324376011374614,-165.1412425331146,1.0,0.11918638788608502,6.679004158776948,-0.1669040266973346,2.8284371247461904,17.013076873566458,Right,0.2,0.014000000000000002,0.3622944463467511,0.0005701823048924959,1.8666666666666667
749,0.29958242871250873,0.28181760967498326,0.290700019193746,8,0.2,-168.33263503555682,22.322904918600088,-165.90398935128513,1.0,0.11745134789668617,6.152037027603173,-0.1619316685060801,2.8284371247461904,17.029396365926402,Right,0.2,0.016,0.36155216513319355,0.0006208195800346294,1.8666666666666667
751,0.30714791250047024,0.2886750853072581,0.29791149890386415,8,0.26666666666666666,-168.24736969622586,22.52877191467205,-165.32567913392606,1.0,0.11225099206907585,6.621288314942072,-0.16213423791069306,2.8284371247461904,17.01307687356646,Right,0.2,0.021,0.36017466236609585,0.00068565382664656,1.8666666666666667
752,0.32426634299943086,0.29308477874481204,0.30867556087212145,8,0.3,-168.06342143535255,23.903039819962103,-166.0755826018978,1.0,0.11200496860011881,7.423719485400817,-0.16335651904035986,2.23607797749979,17.029396365926402,Right,0.2,0.024,0.35957969575278814,0.0007111818062890446,1.8666666666666667
753,0.31433921678798626,0.2820570125107026,0.2981981146493444,8,0.3333333333333333,-168.76554213710543,22.960201297925046,-166.9668020713232,1.0,0.11266128730439866,7.6026041236043795,-0.17506973117023267,2.23607797749979,17.029396365926402,Right,0.2,0.027333333333333334,0.3588522297978202,0.0007470379490393798,1.8666666666666667
754,0.31433921632605527,0.27083603671082773,0.2925876265184415,8,0.36666666666666664,-168.76733922814722,23.05360641584275,-167.1168148330044,1.0,0.11411446008785461,7.1165670215413925,-0.16919753242335983,2.23607797749979,17.029396365926402,Right,0.2,0.031,0.35798676911214095,0.0007860855249761547,1.8666666666666667
755,0.3143392176392458,0.28497009881760865,0.29965465822842724,8,0.4,-168.6044847721922,23.36168244788143,-167.60851855549487,1.0,0.11695688473331248,7.1165670215413925,-0.16856842609228612,2.23607797749979,17.029396365926402,Right,0.2,0.035,0.35721975979644854,0.0008161494375535233,1.8666666666666667
756,0.288803469417996,0.2849700986885835,0.2868867840532897,8,0.43333333333333335,-168.6044847721922,23.36168244788143,-167.60851855549487,1.0,0.1165929034638122,7.1165670215413925,-0.16168687498161133,2.23607797749979,16.36392694484475,Right,0.2,0.03933333333333334,0.3563510691059839,0.0008621276649893472,1.8666666666666667
758,0.314339219570845,0.27999245485686663,0.2971658372138558,8,0.5,-168.52095896522033,23.552076227564815,-167.0353922410492,1.0,0.11286931139330622,7.736767602257055,-0.15429850201587442,2.23607797749979,17.029396365926402,Right,0.2,0.049,0.3551575895952683,0.0009302413973162661,1.8666666666666667
759,0.27698602845135156,0.2823177803791164,0.279651904415234,8,0.5333333333333333,-168.52095896522033,23.552076227564815,-167.0353922410492,1.0,0.11035444574285261,7.647325283155267,-0.15662320417109177,2.23607797749979,17.029396365926402,Right,0.2,0.05433333333333334,0.3544445768073888,0.0009865673246945528,1.8666666666666667
760,0.30762646302988256,0.28678100281091823,0.29720373292040037,8,0.5666666666666667,-168.08347093022797,22.760853543783778,-165.96747093345164,1.0,0.10591600690997674,7.647325283155267,-0.15048480907758516,2.23607797749979,17.029396365926402,Right,0.2,0.06,0.35376935583588237,0.001017819501736421,1.8666666666666667
761,0.292389041105309,0.27536586199001895,0.283877451547664,8,0.6,-168.40464615199633,23.006129010077785,-167.27963080465196,1.0,0.10060659707169761,6.131683743657907,-0.14272895143848566,2.8284371247461904,17.029396365926402,Right,0.2,0.066,0.3529608720417932,0.0010648141950707459,1.8666666666666667
762,0.27944171662776446,0.25092905629477935,0.2651853864612719,8,0.6333333333333333,-167.9912442104921,23.196359847270774,-166.00043533598432,1.0,0.0931859659536187,6.272884284030768,-0.12709583321769413,2.8284371247461904,16.68000467092909,Right,0.2,0.07233333333333332,0.35196821037514775,0.0011395538190575338,1.8666666666666667
763,0.27825005751939186,0.19897898674276082,0.23861452213107634,8,0.6666666666666666,-168.02319447697099,22.977054117549145,-165.5078459854846,1.0,0.07636269925818931,7.088309938774842,-0.08036179828240914,2.23607797749979,16.346943113652284,Right,0.2,0.079,0.35080874104203913,0.0012666327871086913,1.8666666666666667
764,0.3020928966584834,0.22325944850496393,0.26267617258172365,8,0.7,-168.04581960289852,22.911873574441557,-166.19663981600095,1.0,0.07419463396778767,6.463193806749647,-0.14607544456617616,2.8284371247461904,16.69664971515761,Right,0.2,0.086,0.34977189628944544,0.0013408126182509683,1.8666666666666667
766,0.35620112462828446,0.2733297912086183,0.31476545791845134,9,0,-168.3823517707535,24.02964706315747,-167.71144476131064,1.0,0.09486561381622467,6.909425600569271,-0.19197718849543086,2.23607797749979,16.666676666666685,Right,0.3,0.09299999999999999,0.348945434132395,0.0013649593772778615,1.8666666666666667
767,0.3791087289280184,0.29689831378235826,0.3380035213551883,9,0,-167.84878126564908,24.41944055479882,-166.14209137698904,1.0,0.11681789223118244,6.9317863303437095,-0.22447992585295523,2.23607797749979,16.336744339790442,Right,0.3,0.09299999999999999,0.34873135330850047,0.0013650153941674194,1.8666666666666667
783,0.28420024187831855,0.23930755593903394,0.26175389890867623,9,0.4666666666666667,-167.77087460051476,23.462032064409648,-165.7267224099307,1.0,0.06684890187724195,6.6811145702209584,-0.14294258977209615,2.23607797749979,16.680004670929033,Right,0.3,0.128,0.3336247236833663,0.0018797297404043662,1.8666666666666667
